Tract_ID,STATEFP10,State_Label,F14_FI_RATE,F14_DISTRIB,F14_LB_UNME,F14_Pounds_Needed,Coverage_Pct_2014,F15_FI_RATE,F15_FI_POP,F15_Pounds_Needed,F15_DISTRIB,F15_LB_UNME,Coverage_Pct_2015,PPIN_Distributed_2015,PPIN_Unmet_2015,PPIN_Source_2015,Total_Pop,Poverty_Rate,Median_Income,Unemployment_Rate,Black_Pct,White_Pct,Hispanic_Pct,Homeownership_Pct,Income_Quartile
24031701007,24,MD,8.5,13061.29,44165.8111,57227.1011,22.82360935455457,0.1,315.8,66318.0,27036.96967,39281.03034,40.76867467354263,85.61421681443952,124.38578321722608,85.614217,3158,0.013,99539,0.053,0.162,2.9,0.025,0.565,Q3
24033800102,24,MD,14.5,12196.55,84208.1482,96404.6982,12.651406236133,0.139,418.529,87891.09,12424.32276,75466.76724,14.13604355117225,29.685691457461726,180.31430854253827,29.685691,3011,0.093,58039,0.087,0.339,1.4,0.261,0.431,Q1 (Lowest)
24031703202,24,MD,4.9,16211.97,46423.26294,62635.23294,25.883147932937185,0.043,259.247,54441.87,9513.36336,44928.50664,17.474350825935993,36.69613673446558,173.3038632655344,36.696137,6029,0.039,118371,0.048,0.071,0.5,0.145,0.842,Q3
24031700606,24,MD,0.5,736.33,4001.266714,4737.596714,15.542268463334635,0.019,85.604519,17976.94899,6849.181572,11127.76742,38.0997997814311,80.00957954100531,129.99042048235796,80.00958,4501,0.007,158375,0.036,0.014,0.2,0.039,0.944,Q4 (Highest)
24033800103,24,MD,17.7,10121.81,72023.88536,82145.69536,12.321777733625115,0.176,385.473088,80949.34848,8930.116921,72019.23156,11.031734150653909,23.166641716373206,186.833358286221,23.166642,2188,0.117,53405,0.099,0.334,9.5,0.234,0.213,Q1 (Lowest)
24031700903,24,MD,15.2,12754.49,48244.63252,60999.12252,20.909300778577826,0.138,265.108626,55672.81146,23733.66686,31939.1446,42.630623885506935,89.52431015956455,120.47568984043544,89.52431,1923,0.147,82222,0.085,0.25,1.0,0.222,0.435,Q2
24031701004,24,MD,7.3,15154.2,62952.15355,78106.35355,19.402006765427856,0.075,388.186425,81519.14925,33014.47721,48504.67204,40.49904533320433,85.0479951997291,124.9520048002709,85.047995,5181,0.072,108603,0.046,0.084,2.4,0.073,0.716,Q3
24031703216,24,MD,11.6,8349.88,77835.80393,86185.68393,9.68824475162461,0.094,354.307338,74404.54098,15227.88576,59176.65522,20.46633923068387,42.979312384436135,167.02068761556384,42.979312,3773,0.042,59487,0.093,0.284,0.0,0.189,0.864,Q1 (Lowest)
24031700607,24,MD,4.8,17780.72,61891.5978,79672.3178,22.31731232500933,0.054,417.744,87726.24,34630.86948,53095.37052,39.47606722914375,82.89974118120188,127.1002588187981,82.899741,7736,0.031,164826,0.072,0.052,1.1,0.022,0.859,Q4 (Highest)
24033800106,24,MD,12.3,9028.59,54823.17299,63851.76299,14.139922810610559,0.119,329.721392,69241.49232,14258.63208,54982.86024,20.59261232283042,43.24448587794389,166.75551412205613,43.244486,2768,0.029,85203,0.095,0.605,0.9,0.143,0.869,Q2
24033800109,24,MD,15.1,17826.05,110472.6081,128298.6581,13.894182732687522,0.136,544.542912,114354.0115,17043.9972,97310.01432,14.90459055736755,31.299640164997687,178.70035983500233,31.29964,4008,0.114,55479,0.069,0.401,8.4,0.348,0.348,Q1 (Lowest)
24031701415,24,MD,6.5,9203.3,93881.50284,103084.80284,8.927892130020975,0.074,588.3,123543.0,34100.07756,89442.92244,27.60178849469415,57.96375583885773,152.03624416114226,57.963756,7950,0.037,107668,0.065,0.382,2.1,0.146,0.916,Q3
24031700902,24,MD,8.3,13009.02,49024.35386,62033.37386000001,20.971001882566313,0.072,277.56,58287.6,17285.17328,41002.42672,29.65497512335385,62.27544775904308,147.7245522409569,62.275448,3855,0.063,88068,0.06,0.215,8.8,0.298,0.656,Q2
24033800108,24,MD,16.3,14802.35,93261.75518,108064.10518,13.697749104889226,0.202,634.886,133326.06,20215.44441,113110.6156,15.162410416988248,31.84106187567532,178.15893814007555,31.841062,3143,0.055,64554,0.062,0.79,2.3,0.068,0.254,Q1 (Lowest)
24033800213,24,MD,15.4,17126.26,108644.0015,125770.2615,13.617098188191331,0.155,619.99938,130199.8698,21079.42364,109120.4462,16.190049707714838,33.99910438620116,176.00089567831506,33.999104,4004,0.125,78498,0.088,0.569,2.9,0.143,0.634,Q2
