STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,GEOGRAPH,TRACT,POVERTY200,TRACTCE,PERCENT_CA,PERCENT_TR,PERCENT_WA,TOTAL_POP,UNEMPLOYME,POVERTY_RA,MEDIAN_INC,PERCENT_BL,PERCENT_HI,HOME_OWN,F15_FI_RATE,F15_FI_POP,F15_LB_NEED,F15_LB_UNME,F15_DISTRIB,F15_PPIN,FY_FI_RATE,FY_FI_POP,FY_LB_UNME,FY_DISTRIB,FY_PPIN,F14_FI_RATE,F14_LB_UNME,F14_DISTRIB,F14_PPIN,GIS_ID,GLOBALID,CREATED,EDITED,SHAPEAREA,SHAPELEN,OBJECTID
51,510,200403,51510200403,2004.03,Census Tract 2004.03,G5020,S,1204479,74550,51510200403,200403,0,200403,65.2,34.8,0,1401,0.007,0.028,119844,0.223,0.05,0.461,0.083,116.283,24419.43,15555.28901,8864.14099,76.229036,8.3,116.283,16467.026333,7952.403667,68.38836,8,14961.563268,5786.44,58.567172,CAFB_Hunger_Heat_Map_887,{B8CD05EC-341D-40A3-8718-BBEBD8F7539E},,,0,0,840
24,033,801214,24033801214,8012.14,Census Tract 8012.14,G5020,S,6298805,13919,24033801214,801214,0,801214,73.3,22.6,4.1,3785,0.053,0.081,79519,0.718,0.087,0.747,0.138,522.33,109689.3,103373.152999,6316.147001,12.092254,13.8,522.33,103591.624179,6097.675821,11.673991,16,107645.826376,19798.97,32.624199,CAFB_Hunger_Heat_Map_888,{F966C516-184C-447D-A147-DD9C7B6A4206},,,0,0,841
24,033,801212,24033801212,8012.12,Census Tract 8012.12,G5020,S,2811387,0,24033801212,801212,0,801212,80.1,19.3,0.6,3360,0.086,0.023,95753,0.831,0.038,0.852,0.146,490.56,103017.6,83626.238054,19391.361946,39.529032,14.6,491.05056,84370.305277,18750.312323,38.184077,16.5,73816.991808,44616.71,79.111847,CAFB_Hunger_Heat_Map_889,{D38C37BF-1259-47AE-9D5D-02A435BF761C},,,0,0,842
51,059,431801,51059431801,4318.01,Census Tract 4318.01,G5020,S,1422335,77047,51059431801,431801,0,431801,89.2,9.5,1.3,4210,0.022,0.037,84291,0.043,0.119,0.734,0.05,210.5,44205,39853.01948,4351.98052,20.674492,5,210.5,40648.057453,3556.942547,16.897589,5.5,40416.899346,7862.1,34.197915,CAFB_Hunger_Heat_Map_890,{7A9A1138-385C-4CD8-9445-440673784B77},,,0,0,843
51,510,200702,51510200702,2007.02,Census Tract 2007.02,G5020,S,1199637,17177,51510200702,200702,0,200702,38.9,48.5,12.5,4258,0.021,0.047,123550,0.099,0.143,0.226,0.092,391.344264,82182.29544,65751.451305,16430.844135,41.985652,9.2,392.127736,64903.785799,17443.038761,44.483053,10,47518.062089,33100.94,86.222813,CAFB_Hunger_Heat_Map_891,{D0B306A1-4656-415D-BDB3-B2B47995FCC2},,,0,0,844
24,033,801408,24033801408,8014.08,Census Tract 8014.08,G5020,S,2658398,0,24033801408,801408,0,801408,84.8,15.1,0.1,3474,0.079,0.057,62414,0.928,0.021,0.422,0.213,739.962,155392.02,96532.803497,58859.216503,79.543566,21.3,740.701962,101004.305428,54543.106592,73.637049,20.9,100811.24296,68560.27,85.006364,CAFB_Hunger_Heat_Map_892,{0003194E-7619-4E0A-A776-CF3591264FAB},,,0,0,845
51,153,901900,51153901900,9019,Census Tract 9019,G5020,S,5344877,62910,51153901900,901900,0,901900,94,6,0,5262,0.05,0.081,73346,0.136,0.268,0.624,0.073,384.126,80666.46,17700.34788,62966.11212,163.920464,7.3,384.126,36018.68589,44647.77411,116.232106,7.6,62083.984496,21370.86,53.776146,CAFB_Hunger_Heat_Map_893,{B1B542D1-2440-46CF-9D38-F78D28A74315},,,0,0,846
51,510,200703,51510200703,2007.03,Census Tract 2007.03,G5020,S,1145232,52273,51510200703,200703,0,200703,75.2,19.8,5.1,2864,0.056,0.186,107269,0.36,0.058,0.429,0.153,438.630192,92112.34032,60092.850288,32019.490032,72.998828,15.3,438.630192,63028.51557,29083.82475,66.306026,13.8,45168.402817,28614.68,81.44255,CAFB_Hunger_Heat_Map_894,{6691D961-46E1-430D-8A12-5B71435AE3A1},,,0,0,847
51,510,202001,51510202001,2020.01,Census Tract 2020.01,G5020,S,491687,43462,51510202001,202001,0,202001,78.8,14.2,7,2015,0.028,0.025,169922,0.007,0.032,0.818,0.026,52.39,11001.9,7453.82369,3548.07631,67.724304,2.6,52.39,7474.026613,3527.873387,67.338679,3.3,7702.162464,6303.37,94.51318,CAFB_Hunger_Heat_Map_895,{098DCBEF-F057-46AB-9681-612C6E78C91E},,,0,0,848
51,059,430500,51059430500,4305,Census Tract 4305,G5020,S,1131173,137,51059430500,430500,0,430500,95.7,4.3,0,1656,0.079,0.039,87455,0.043,0.104,0.943,0.06,99.36,20865.6,18049.952305,2815.647695,28.337839,6,99.36,18315.703168,2549.896832,25.663213,5.5,15231.760937,4380.14,46.901585,CAFB_Hunger_Heat_Map_896,{C9B8EDA9-B932-48E9-B2C0-BEC5A7221778},,,0,0,849
24,033,801404,24033801404,8014.04,Census Tract 8014.04,G5020,S,5208668,5474185,24033801404,801404,0,801404,81.9,13.7,4.4,4804,0.167,0.093,85600,0.729,0.047,0.612,0.217,1042.468,218918.28,136766.406194,82151.873806,78.805176,21.7,1041.425532,138182.497529,80516.864191,77.314087,21.7,154302.555377,64479.01,61.89092,CAFB_Hunger_Heat_Map_897,{4D0B3CFA-D3BB-45E0-A8D6-DDA7030071D3},,,0,0,850
51,059,420300,51059420300,4203,Census Tract 4203,G5020,S,4423265,20974,51059420300,420300,0,420300,80.2,19.3,0.5,5593,0.074,0.021,118252,0.105,0.17,0.88,0.047,262.871,55202.91,31779.440092,23423.469908,89.106329,4.7,262.608129,32418.710711,22728.996379,86.551001,5.3,49246.311729,12391.63,42.218183,CAFB_Hunger_Heat_Map_898,{68EE8FF1-4F5E-4DB2-A793-3D5C46B23AA0},,,0,0,851
51,153,901407,51153901407,9014.07,Census Tract 9014.07,G5020,S,2652057,30006,51153901407,901407,0,901407,88.6,2.6,8.7,3570,0.07,0.087,71448,0.229,0.494,0.437,0.08,285.3144,59916.024,13896.514294,46019.509706,161.294031,8,285.6,26065.868811,33910.131189,118.732952,11.1,56902.109825,21396.18,57.385645,CAFB_Hunger_Heat_Map_899,{83D78B4F-5349-41A9-AEE5-3A31C144ABF9},,,0,0,852
24,033,801407,24033801407,8014.07,Census Tract 8014.07,G5020,S,5883978,5770,24033801407,801407,0,801407,80.2,19,0.8,6201,0.157,0.093,81516,0.88,0.065,0.821,0.202,1252.602,263046.42,184161.639965,78884.780035,62.976732,20.2,1251.349398,187737.195859,75046.177721,59.972201,18.7,154515.923644,91275.01,77.983965,CAFB_Hunger_Heat_Map_900,{69C2057E-841F-42CD-A308-3FF15E26E607},,,0,0,853
51,153,901410,51153901410,9014.10,Census Tract 9014.10,G5020,S,17125249,71426,51153901410,901410,0,901410,95,4.7,0.3,8029,0.034,0.007,134107,0.114,0.109,0.859,0.031,248.899,52268.79,22208.529625,30060.260375,120.772925,3.1,249.147899,32057.397352,20263.661438,81.331858,2.8,31846.504804,13023.78,60.953326,CAFB_Hunger_Heat_Map_901,{772B6E18-0427-4EAC-8558-153A0E8990C5},,,0,0,854
51,059,432000,51059432000,4320,Census Tract 4320,G5020,S,1834893,12415,51059432000,432000,0,432000,85.6,9.3,5.1,3319,0.048,0.029,122727,0.053,0.222,0.734,0.037,122.803,25788.63,24407.34591,1381.28409,11.247967,3.7,122.803,24695.41685,1093.21315,8.90217,5.5,34229.029685,4821.52,25.928425,CAFB_Hunger_Heat_Map_902,{6BC7E772-0B94-4B91-9538-8EF3200B07AA},,,0,0,855
51,153,901408,51153901408,9014.08,Census Tract 9014.08,G5020,S,4734249,57039,51153901408,901408,0,901408,95.3,3.4,1.3,6818,0.073,0.16,53780,0.3,0.382,0.329,0.133,906.794,190426.74,47024.837681,143401.902319,158.141653,13.3,906.794,85508.991476,104917.748524,115.701856,16,166444.91199,62673.49,57.443804,CAFB_Hunger_Heat_Map_903,{2DCDAF72-F88B-4A73-A008-9E4798637AF7},,,0,0,856
51,059,420100,51059420100,4201,Census Tract 4201,G5020,S,3671572,21148,51059420100,420100,0,420100,92.8,4.5,2.7,4206,0.117,0.184,76932,0.207,0.237,0.804,0.117,492.102,103341.42,70971.965815,32369.454185,65.777937,11.7,491.609898,73479.83537,29758.24321,60.53223,9.3,64272.858439,18495.28,46.926381,CAFB_Hunger_Heat_Map_904,{EA7F1A87-DE43-4B0A-972A-5B36543A02A2},,,0,0,857
51,059,420203,51059420203,4202.03,Census Tract 4202.03,G5020,S,2010223,525,51059420203,420203,0,420203,88.9,11.1,0,2615,0.044,0.07,131250,0.122,0.079,0.896,0.049,128.135,26908.35,14219.345771,12689.004229,99.028402,4.9,128.135,14015.851625,12892.498375,100.616525,5.8,25219.068983,7898.35,50.084027,CAFB_Hunger_Heat_Map_905,{A7A2DE6B-894D-4781-888E-007E2DB579CF},,,0,0,858
51,059,420400,51059420400,4204,Census Tract 4204,G5020,S,772620,96901,51059420400,420400,0,420400,64.5,34.2,1.2,3006,0.051,0.033,72415,0.145,0.219,0.294,0.107,321.320358,67477.27518,46233.384452,21243.890728,66.114363,10.7,321.642,44267.826706,23276.993294,72.369259,11.9,43072.390669,23376.02,73.876321,CAFB_Hunger_Heat_Map_906,{32A450A4-A32C-4B8B-9FBF-CCEE92DA205A},,,0,0,859
24,033,801409,24033801409,8014.09,Census Tract 8014.09,G5020,S,2892666,1062,24033801409,801409,0,801409,94.9,5.1,0,2861,0.125,0.034,61691,0.697,0.114,0.588,0.183,523.563,109948.23,70539.026966,39409.203034,75.271177,18.3,524.086563,73814.661091,36243.517139,69.155593,15,60159.401709,31568.6,72.272432,CAFB_Hunger_Heat_Map_907,{489EC14E-BB94-48F0-B4C6-F10A9DA609B7},,,0,0,860
51,059,432100,51059432100,4321,Census Tract 4321,G5020,S,1626534,26065,51059432100,432100,0,432100,90.2,9.5,0.3,3545,0.074,0.113,95972,0.019,0.078,0.737,0.09,319.05,67000.5,62606.001529,4394.498471,13.773698,9,318.73095,63738.138614,3195.360886,10.025261,7.6,50380.876577,5957.92,22.207857,CAFB_Hunger_Heat_Map_908,{95AB6726-833C-472C-994B-D7B1205D50F0},,,0,0,861
24,033,801211,24033801211,8012.11,Census Tract 8012.11,G5020,S,3189889,4422,24033801211,801211,0,801211,90.1,8.7,1.1,2960,0.056,0.037,111250,0.783,0.041,0.9,0.119,351.88776,73896.4296,62993.179457,10903.250143,30.985022,11.9,352.24,63599.942312,10370.457688,29.441454,11.6,50575.778346,21749.06,63.149854,CAFB_Hunger_Heat_Map_909,{06F668F2-711D-46A7-9AAE-CF5F93606388},,,0,0,862
51,059,432202,51059432202,4322.02,Census Tract 4322.02,G5020,S,2449120,34374,51059432202,432202,0,432202,94,5.5,0.5,4600,0.045,0.113,96389,0.096,0.167,0.763,0.066,303.6,63756,58904.706702,4851.293298,15.979227,6.6,303.6,59947.854686,3808.145314,12.543298,6.9,57186.98103,10263.97,31.955569,CAFB_Hunger_Heat_Map_910,{1D30E512-F0C5-4704-B461-63E10D6A2854},,,0,0,863
51,153,901702,51153901702,9017.02,Census Tract 9017.02,G5020,S,1624306,11554,51153901702,901702,0,901702,98.9,1.1,0,3972,0.052,0.2,63750,0.045,0.538,0.719,0.042,166.824,35033.04,6279.128079,28753.911921,172.360763,4.2,166.824,14600.068388,20432.971612,122.482206,7.9,47591.247321,16064.58,52.996911,CAFB_Hunger_Heat_Map_911,{0AA6EBF9-F26E-4FE3-9E3A-69BC5470EAF2},,,0,0,864
51,059,420503,51059420503,4205.03,Census Tract 4205.03,G5020,S,744646,0,51059420503,420503,0,420503,68.8,31.3,0,2738,0.031,0.097,82706,0.223,0.258,0.392,0.096,263.110848,55253.27808,36498.860896,18754.417184,71.279528,9.6,262.848,36700.991532,18497.088468,70.371806,11.7,39717.999663,19446.56,69.024052,CAFB_Hunger_Heat_Map_912,{C121EF10-5949-4CCB-A444-0E3816FC7A74},,,0,0,865
51,059,420202,51059420202,4202.02,Census Tract 4202.02,G5020,S,653619,389,51059420202,420202,0,420202,80.3,19.7,0,2115,0.09,0.051,101420,0.26,0.168,0.441,0.124,262.26,55074.6,32555.847305,22518.752695,85.864229,12.4,262.26,35374.061448,19700.538552,75.11835,11.6,38277.48709,13633.67,55.153291,CAFB_Hunger_Heat_Map_913,{CE579BAE-38C4-4E22-95E4-7F0384E33E01},,,0,0,866
51,510,202002,51510202002,2020.02,Census Tract 2020.02,G5020,S,618984,418283,51510202002,202002,0,202002,78.2,18.5,3.3,2142,0.074,0.021,102625,0.038,0.045,0.474,0.105,224.91,47231.1,31604.179691,15626.920309,69.480771,10.5,224.91,31420.680435,15810.419565,70.29665,9.2,26029.645264,17073.27,83.182014,CAFB_Hunger_Heat_Map_914,{C5C333E0-26F6-4FE4-A714-2C73BC9419D2},,,0,0,867
24,033,800704,24033800704,8007.04,Census Tract 8007.04,G5020,S,8604211,0,24033800704,800704,0,800704,88.6,11.2,0.2,4966,0.059,0.018,93000,0.858,0.013,0.695,0.154,764.764,160600.44,156257.269711,4343.170289,5.679099,15.4,763.999236,155249.459601,5190.379959,6.793698,13.8,142641.030302,3012.45,4.343284,CAFB_Hunger_Heat_Map_915,{DD1C1CFC-4ADD-4F9B-89FF-77C67CCDC826},,,0,0,868
51,059,420600,51059420600,4206,Census Tract 4206,G5020,S,1372246,4275,51059420600,420600,0,420600,65.6,33.9,0.5,4408,0.075,0.095,87125,0.161,0.279,0.531,0.095,418.76,87939.6,59905.848326,28033.751674,66.944674,9.5,418.34124,60035.269363,27816.391037,66.492108,8.4,53986.625648,25216.97,66.86015,CAFB_Hunger_Heat_Map_916,{4AC99E0E-90D2-4C4E-87D2-A15E23D0C477},,,0,0,869
51,059,430600,51059430600,4306,Census Tract 4306,G5020,S,2632442,4914,51059430600,430600,0,430600,83.5,12.5,4.2,7195,0.096,0.108,84804,0.061,0.458,0.629,0.064,461.40096,96894.2016,85513.142856,11381.058744,24.666309,6.4,460.01952,85520.983352,11083.115848,24.092708,9.2,99375.185942,52190.21,72.311655,CAFB_Hunger_Heat_Map_917,{8A010C61-7102-49B7-AC8C-8F47AD252E19},,,0,0,870
51,153,901411,51153901411,9014.11,Census Tract 9014.11,G5020,S,10278316,1839169,51153901411,901411,0,901411,96.7,3.3,0,6028,0.051,0.033,146313,0.108,0.097,0.901,0.037,223.036,46837.56,41643.568862,5193.991138,23.287681,3.7,223.036,43020.976974,3816.583026,17.11196,2.8,31916.661024,1616.98,10.12612,CAFB_Hunger_Heat_Map_918,{FEEE64D5-EAF3-4EB0-81DD-063830655CDF},,,0,0,871
51,059,432201,51059432201,4322.01,Census Tract 4322.01,G5020,S,579704,7469,51059432201,432201,0,432201,92.3,7.4,0.4,2542,0.046,0.031,78382,0.063,0.245,0.532,0.068,173.028856,36336.05976,33922.518193,2413.541567,13.948781,6.8,172.683144,34503.633545,1759.826695,10.191074,6.9,27529.025997,4508.36,29.55161,CAFB_Hunger_Heat_Map_919,{D4B1A349-F629-41AF-B0FE-5EF5D0942C8A},,,0,0,872
51,059,430902,51059430902,4309.02,Census Tract 4309.02,G5020,S,1994778,565,51059430902,430902,0,430902,93.4,3.5,3.1,3556,0.05,0.021,112650,0.06,0.167,0.872,0.034,120.904,25389.84,22792.722554,2597.117446,21.480823,3.4,120.904,23080.688555,2309.151445,19.099049,2.9,16477.861781,3485.16,36.661951,CAFB_Hunger_Heat_Map_920,{B55ACB84-E7D8-459B-BC15-260A4E677B91},,,0,0,873
51,059,420201,51059420201,4202.01,Census Tract 4202.01,G5020,S,1908396,3775,51059420201,420201,0,420201,89.5,9,1.4,3682,0.04,0.028,121875,0.183,0.12,0.875,0.044,161.845992,33987.65832,18603.15467,15384.50365,95.056439,4.4,162.008,19524.736862,14496.943138,89.482884,4.7,30625.480252,7936.61,43.220897,CAFB_Hunger_Heat_Map_921,{E42542E2-6C40-45A5-9F16-F2C18AC380CD},,,0,0,874
51,059,430802,51059430802,4308.02,Census Tract 4308.02,G5020,S,2001310,16262,51059430802,430802,0,430802,88.9,9,2.1,3963,0.04,0.007,84547,0.125,0.145,0.714,0.06,237.78,49933.8,43533.734207,6400.065793,26.915913,6,237.78,44348.540203,5585.259797,23.489191,6.1,41908.153251,10407.89,41.777937,CAFB_Hunger_Heat_Map_922,{4844F434-D2A5-4152-ADBA-B7BC8645A1A7},,,0,0,875
51,059,430700,51059430700,4307,Census Tract 4307,G5020,S,2580330,32644,51059430700,430700,0,430700,96.6,1.8,1.6,3054,0.076,0.026,96513,0.051,0.291,0.927,0.029,88.566,18598.86,16119.214094,2479.645906,27.997718,2.9,88.477434,16414.608717,2165.652423,24.47689,4.2,19018.143331,5942.46,49.995427,CAFB_Hunger_Heat_Map_923,{25A5C5A4-8E4D-47E0-8D43-FB08E62F50B1},,,0,0,876
51,153,901601,51153901601,9016.01,Census Tract 9016.01,G5020,S,2249502,0,51153901601,901601,0,901601,97.8,2.3,0,3626,0.071,0.053,75673,0.09,0.367,0.749,0.048,174.222048,36586.63008,6427.694319,30158.935761,173.106309,4.8,174.048,15151.146394,21398.933606,122.94846,8,41743.870505,16064.93,58.358506,CAFB_Hunger_Heat_Map_924,{FE7D489D-E12D-4F3C-BA45-E7B2B6356A5F},,,0,0,877
51,059,420502,51059420502,4205.02,Census Tract 4205.02,G5020,S,303753,0,51059420502,420502,0,420502,65.8,34.3,0,1586,0.037,0.107,85446,0.176,0.107,0.481,0.109,173.046874,36339.84354,23543.876481,12795.967059,73.945092,10.9,173.046874,23616.941186,12722.902354,73.522867,10.6,20972.820051,11326.44,73.64108,CAFB_Hunger_Heat_Map_828,{3D4C30ED-841A-41C4-B58B-37D5053BC1E1},,,0,0,878
51,059,430901,51059430901,4309.01,Census Tract 4309.01,G5020,S,1922971,0,51059430901,430901,0,430901,90.3,6.8,2.8,4691,0.068,0.027,97634,0.11,0.184,0.715,0.066,309.296394,64952.24274,56918.370021,8033.872719,25.974673,6.6,309.296394,57991.92662,6960.31612,22.503709,6.8,51821.555387,11567.37,38.321314,CAFB_Hunger_Heat_Map_829,{D8068B58-9DE6-4666-9039-5424FCB3DFE3},,,0,0,879
51,059,420700,51059420700,4207,Census Tract 4207,G5020,S,2869702,0,51059420700,420700,0,420700,87.5,10.7,1.9,3826,0.041,0.038,109766,0.096,0.182,0.918,0.029,111.064954,23323.64034,14538.711437,8784.928903,79.097218,2.9,110.843046,14582.503478,8694.536182,78.440069,2.5,15477.619696,5055.13,51.701665,CAFB_Hunger_Heat_Map_830,{BF1194BD-A585-4739-97DB-3DA5934A78AF},,,0,0,880
51,059,431001,51059431001,4310.01,Census Tract 4310.01,G5020,S,2290373,21346,51059431001,431001,0,431001,93.5,4.8,1.6,5146,0.04,0.035,119594,0.038,0.214,0.836,0.024,123.380496,25909.90416,23726.591154,2183.313006,17.695771,2.4,123.504,23971.670837,1964.169163,15.903689,2.8,24703.041503,3967.84,29.062452,CAFB_Hunger_Heat_Map_831,{55531436-8E34-4E81-9501-DFCD300B88ED},,,0,0,881
51,059,415200,51059415200,4152,Census Tract 4152,G5020,S,2748626,2293149,51059415200,415200,0,415200,83.7,15.4,0.9,3046,0.013,0.04,86364,0.061,0.056,0.65,0.065,197.99,41577.9,26605.104075,14972.795925,75.624001,6.5,197.99,26722.108178,14855.791822,75.033041,5,23371.611296,8905.39,57.94007,CAFB_Hunger_Heat_Map_832,{D949CFD2-D3B5-45F1-8D03-4500633290C8},,,0,0,882
51,059,430801,51059430801,4308.01,Census Tract 4308.01,G5020,S,2443877,8852,51059430801,430801,0,430801,91.8,8.2,0,4586,0.046,0.009,124034,0.052,0.136,0.908,0.026,119.236,25039.56,21772.500216,3267.059784,27.399945,2.6,119.355236,22147.563487,2917.036073,24.439951,2.5,16460.309451,6172.44,57.271543,CAFB_Hunger_Heat_Map_833,{985AA64C-7B13-445D-8954-8D53CF35FECC},,,0,0,883
51,153,901403,51153901403,9014.03,Census Tract 9014.03,G5020,S,4932801,63933,51153901403,901403,0,901403,96.6,2.1,1.2,6192,0.034,0.08,70036,0.182,0.277,0.314,0.1,618.5808,129901.968,26616.783414,103285.184586,166.97121,10,619.2,58836.463069,71195.536931,114.979872,11.5,99585.477254,41088.27,61.337222,CAFB_Hunger_Heat_Map_834,{A1605CD4-FA0A-4AA4-A2A5-8A6706374FE3},,,0,0,884
51,153,901409,51153901409,9014.09,Census Tract 9014.09,G5020,S,18668030,185383,51153901409,901409,0,901409,90.8,5.9,3.2,5817,0.013,0.027,105792,0.11,0.253,0.679,0.029,168.524307,35390.10447,9766.301142,25623.803328,152.048116,2.9,168.693,17019.042909,18406.487091,109.112335,4,32592.509543,13237.89,60.657491,CAFB_Hunger_Heat_Map_835,{1780E8A1-3021-417B-A670-CBBEDA5FB3C0},,,0,0,885
51,059,420501,51059420501,4205.01,Census Tract 4205.01,G5020,S,92009,0,51059420501,420501,0,420501,69.3,30.6,0,1641,0.053,0.075,97723,0.218,0.054,0.581,0.109,178.690131,37524.92751,24267.517454,13257.410056,74.192178,10.9,178.869,24121.664875,13440.825125,75.143402,10.9,25743.250681,11773.46,65.902006,CAFB_Hunger_Heat_Map_836,{0F91629B-01CA-4522-B6B6-253CBFF7075A},,,0,0,886
51,059,415100,51059415100,4151,Census Tract 4151,G5020,S,2382478,5128,51059415100,415100,0,415100,87.3,12,0.7,3692,0.085,0.105,118125,0.048,0.175,0.924,0.057,210.444,44193.24,28939.530013,15253.709987,72.483463,5.7,210.233556,29044.157122,15104.889638,71.848138,6.5,37618.117418,13350.98,55.007963,CAFB_Hunger_Heat_Map_837,{B325327B-971E-4052-AAB6-3E682ACE339B},,,0,0,887
24,033,801406,24033801406,8014.06,Census Tract 8014.06,G5020,S,4131794,18602,24033801406,801406,0,801406,82.8,17.2,0,2584,0.069,0.108,65417,0.866,0.09,0.497,0.193,498.712,104729.52,75541.33792,29188.18208,58.52713,19.3,498.712,77960.599097,26768.920903,53.676111,20.5,77521.927519,39143.57,70.459135,CAFB_Hunger_Heat_Map_838,{7E8A398C-9A30-4C4D-9AEC-D4F977BF1F91},,,0,0,888
24,033,801213,24033801213,8012.13,Census Tract 8012.13,G5020,S,5093512,0,24033801213,801213,0,801213,81.5,18.5,0,3378,0.09,0.057,91645,0.832,0.041,0.956,0.144,486.432,102150.72,80748.543201,21402.176799,43.998291,14.4,486.432,81605.434874,20545.285126,42.236705,15.7,83067.751265,35063.76,62.332136,CAFB_Hunger_Heat_Map_848,{A2D2212A-8ED9-4106-8650-675DB47EEEB5},,,0,0,889
51,685,920100,51685920100,9201,Census Tract 9201,G5020,S,2085176,0,51685920100,920100,0,920100,95.8,3.9,0.4,6746,0.052,0.034,68088,0.051,0.479,0.751,0.017,114.796682,24107.30322,4756.131309,19351.171911,168.569087,1.7,114.796682,10299.456153,13807.847067,120.28089,3.9,46504.912409,9334.51,35.105067,CAFB_Hunger_Heat_Map_849,{BCC20FB7-E9AC-4D28-AE1F-22DA775C54F1},,,0,0,890
51,059,420800,51059420800,4208,Census Tract 4208,G5020,S,2740842,226,51059420800,420800,0,420800,89.8,10.2,0,3510,0.045,0.083,111591,0.168,0.278,0.822,0.041,143.91,30221.1,19586.870416,10634.229584,73.895001,4.1,143.91,19660.330082,10560.769918,73.384545,2.7,13686.54616,5744.54,62.083713,CAFB_Hunger_Heat_Map_850,{E958EC39-EDA8-48F4-81DF-B6BA3FE874FE},,,0,0,891
51,059,432300,51059432300,4323,Census Tract 4323,G5020,S,2970702,28844,51059432300,432300,0,432300,92,6.1,2,5340,0.039,0.008,143495,0.05,0.126,0.825,0.026,138.97884,29185.5564,27351.447748,1834.108652,13.197035,2.6,138.70116,27636.942759,1490.300841,10.744689,2.7,23918.096102,5724.66,40.555583,CAFB_Hunger_Heat_Map_851,{DAE3FEAB-3CED-493D-9D59-FB8CC6E36DB0},,,0,0,892
51,059,492100,51059492100,4921,Census Tract 4921,G5020,S,29754800,1135965,51059492100,492100,0,492100,93.5,5,1.4,6653,0.041,0.022,212109,0.041,0.028,0.941,0.01,66.46347,13957.3287,13746.822992,210.505708,3.167239,1,66.53,13963.260074,8.039926,0.120847,1,13393.17581,811.22,11.993261,CAFB_Hunger_Heat_Map_852,{92EEBFE1-C466-4E9D-97BC-A04073578579},,,0,0,893
51,059,422301,51059422301,4223.01,Census Tract 4223.01,G5020,S,1308305,1244,51059422301,422301,0,422301,87.2,9.1,3.7,2828,0.04,0.011,110536,0.141,0.128,0.619,0.066,186.648,39196.08,26659.024533,12537.055467,67.169514,6.6,186.648,26796.742114,12399.337886,66.431668,8,34589.520057,10468.08,48.78859,CAFB_Hunger_Heat_Map_853,{205A6A61-A482-4F0E-B02C-FE28AA21AEDE},,,0,0,894
24,033,801005,24033801005,8010.05,Census Tract 8010.05,G5020,S,5202389,4858,24033801005,801005,0,801005,91.1,8.2,0.6,4095,0.066,0.02,130594,0.812,0.019,0.964,0.114,466.36317,97936.2657,86372.572386,11563.693314,24.795469,11.4,466.36317,87777.421906,10158.843794,21.783118,11.3,88298.100686,8852.52,19.135535,CAFB_Hunger_Heat_Map_854,{D692358B-9453-4B7E-BE4A-EFF086C8B4DF},,,0,0,895
51,153,901701,51153901701,9017.01,Census Tract 9017.01,G5020,S,3154213,269,51153901701,901701,0,901701,94.3,1.9,3.8,8019,0.084,0.183,53636,0.158,0.453,0.354,0.118,946.242,198710.82,40997.902199,157712.917801,166.672921,11.8,946.242,84805.375372,113905.444628,120.376653,12.6,140318.674284,54241.71,58.546135,CAFB_Hunger_Heat_Map_855,{23261F10-9312-4E75-851A-4802FCE951A0},,,0,0,896
51,153,901412,51153901412,9014.12,Census Tract 9014.12,G5020,S,3810134,39195,51153901412,901412,0,901412,97.5,2.5,0,7148,0.04,0.028,149241,0.122,0.127,0.949,0.022,157.256,33023.76,29401.815305,3621.944695,23.032156,2.2,157.098744,30308.012065,2682.724175,17.076675,2.3,24958.157962,5760.64,39.380927,CAFB_Hunger_Heat_Map_856,{4064464C-366E-4155-87A8-C9DB7FC6D69A},,,0,0,897
24,033,801215,24033801215,8012.15,Census Tract 8012.15,G5020,S,6858853,27963,24033801215,801215,0,801215,89.8,10.3,0,2496,0.09,0.002,102052,0.891,0.008,0.849,0.152,379.771392,79751.99232,70394.018693,9357.973627,24.64107,15.2,379.012608,71479.619052,8113.028628,21.405696,0,0,0,0,CAFB_Hunger_Heat_Map_857,{F5C4A008-2352-47A9-8F33-4999F6B56D76},,,0,0,898
51,059,422302,51059422302,4223.02,Census Tract 4223.02,G5020,S,2408043,53570,51059422302,422302,0,422302,85.8,14.1,0,5446,0.036,0.018,106893,0.175,0.105,0.81,0.053,288.349362,60553.36602,39652.298631,20901.067389,72.485222,5.3,288.638,40096.723417,20517.256583,71.083006,6,48383.140629,19089.86,59.414439,CAFB_Hunger_Heat_Map_858,{37512975-2E2F-4F30-AEC0-0C01CD25303B},,,0,0,899
51,059,431002,51059431002,4310.02,Census Tract 4310.02,G5020,S,821741,11692,51059431002,431002,0,431002,90.3,9.7,0,2166,0.066,0.017,111375,0.167,0.103,0.845,0.063,136.458,28656.18,25676.53883,2979.64117,21.835592,6.3,136.458,25966.990764,2689.189236,19.707084,4.9,17092.30186,4815.11,46.156652,CAFB_Hunger_Heat_Map_859,{2EE7E40D-1A85-4049-923C-EF981DB9877D},,,0,0,900
